file_path,modulation_type,response,pred,is_true,,,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-9.32dB__094_20250127_164640.npy,4PAM,"4PAM

Im sorry, but",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-9.34dB__072_20250127_145855.npy,4PAM,"8QAM

Wait, but why?",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-9.45dB__021_20250127_145839.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-9.46dB__043_20250127_164622.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-9.49dB__061_20250127_164627.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-9.66dB__083_20250127_164636.npy,4PAM,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-9.71dB__049_20250127_164623.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-9.79dB__047_20250127_145847.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-9.80dB__058_20250127_164626.npy,4PAM,"4PAM


The modulation type",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-9.81dB__063_20250127_145852.npy,4PAM,"8PSK


The modulation type",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-9.93dB__056_20250127_145850.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-9.97dB__079_20250127_145858.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_0.03dB__065_20250127_164629.npy,4PAM,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_0.04dB__036_20250127_164620.npy,4PAM,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_0.10dB__082_20250127_145859.npy,4PAM,"4PAM

Okay, Im trying",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_0.21dB__040_20250127_145845.npy,4PAM,"OQPSK

Step-by-step explanation:",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_0.30dB__026_20250127_145840.npy,4PAM,"4PAM

Okay, lets break",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_0.34dB__006_20250127_145834.npy,4PAM,"4PAM


Alright, so",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_0.52dB__033_20250127_145842.npy,4PAM,"4PAM

Okay, I need to",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_0.53dB__093_20250127_164640.npy,4PAM,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_0.53dB__099_20250127_164642.npy,4PAM,"4PAM

Step-by-step explanation:",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_0.61dB__008_20250127_164609.npy,4PAM,"8PAM


The given signal",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_0.87dB__073_20250127_164632.npy,4PAM,"OOK

Okay, so Im trying to",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_1.01dB__072_20250127_164632.npy,4PAM,"4PAM

Wait, let me think",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_1.11dB__030_20250127_145841.npy,4PAM,"OQPSK

Okay, so Ive",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_1.43dB__075_20250127_145856.npy,4PAM,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_1.66dB__086_20250127_145900.npy,4PAM,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_1.69dB__051_20250127_164624.npy,4PAM,"4PAM

Okay, let me try",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_2.11dB__014_20250127_145836.npy,4PAM,"OQPSK


The given signal",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_2.20dB__012_20250127_164611.npy,4PAM,"Okay, so Im trying to figure out",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_2.22dB__015_20250127_145836.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_2.22dB__093_20250127_145903.npy,4PAM,"4PAM

Okay, so Ive",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_2.37dB__089_20250127_164638.npy,4PAM,"4PAM

Okay, so Ive",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_2.66dB__029_20250127_145841.npy,4PAM,"4PAM

Okay, so Ive",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_2.74dB__013_20250127_164611.npy,4PAM,"OOK

Im sorry, but I can",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_2.92dB__092_20250127_164639.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_3.12dB__077_20250127_164634.npy,4PAM,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_3.15dB__003_20250127_145833.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_3.15dB__045_20250127_164623.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_3.38dB__021_20250127_164614.npy,4PAM,"4PAM

Okay, Im trying",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_3.58dB__078_20250127_145857.npy,4PAM,"8PSK

Wait, let me think",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_3.88dB__023_20250127_164615.npy,4PAM,"4PAM


The modulation type",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_3.99dB__071_20250127_164631.npy,4PAM,"8PSK


Answer:",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_4.04dB__006_20250127_164608.npy,4PAM,"4PAM

Okay, let me try",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_4.10dB__076_20250127_164633.npy,4PAM,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_4.17dB__094_20250127_145903.npy,4PAM,"OQPSK


Answer: O",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_4.41dB__078_20250127_164634.npy,4PAM,"OQPSK


### Answer:",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_4.75dB__019_20250127_164613.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_4.76dB__070_20250127_164631.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_4.76dB__089_20250127_145901.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_4.95dB__090_20250127_145902.npy,4PAM,"4PAM

Alright, lets try",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_5.13dB__005_20250127_145833.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_5.21dB__051_20250127_145848.npy,4PAM,"8PSK

Alright, let me try",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_5.27dB__067_20250127_145854.npy,4PAM,"OQPSK

Okay, I need to",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_5.41dB__011_20250127_164610.npy,4PAM,"4PAM

To determine the modulation type",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_5.41dB__012_20250127_145836.npy,4PAM,"4PAM


4PAM",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_5.46dB__007_20250127_164609.npy,4PAM,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_5.62dB__071_20250127_145855.npy,4PAM,"4PAM

Alright, I need to",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_5.70dB__023_20250127_145839.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_5.88dB__029_20250127_164617.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_5.89dB__054_20250127_164625.npy,4PAM,"4PAM

Alright, let me try",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_5.95dB__053_20250127_164624.npy,4PAM,"Im sorry, but I cant determine",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_6.02dB__050_20250127_164623.npy,4PAM,"4PAM

Im sorry, but",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_6.30dB__062_20250127_145852.npy,4PAM,"4PAM

Alright, I need to",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_6.33dB__043_20250127_145846.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_6.39dB__018_20250127_145837.npy,4PAM,"4PAM

Okay, lets try",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_6.49dB__028_20250127_164616.npy,4PAM,"8APSK

Okay, so I need",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_6.68dB__090_20250127_164638.npy,4PAM,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_6.69dB__020_20250127_145838.npy,4PAM,"4PAM

Wait, let me think",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_6.70dB__096_20250127_145904.npy,4PAM,"8APSK

Okay, so I need",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_6.73dB__061_20250127_145852.npy,4PAM,"OOK

To determine the modulation type of the",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_6.96dB__038_20250127_145844.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_7.05dB__088_20250127_164638.npy,4PAM,"OOK

Okay, so Im trying to",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_7.11dB__070_20250127_145855.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_7.43dB__052_20250127_145849.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_7.46dB__062_20250127_164628.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_7.50dB__036_20250127_145843.npy,4PAM,"8PAM


Based on the",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_7.52dB__075_20250127_164633.npy,4PAM,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_7.53dB__054_20250127_145849.npy,4PAM,"4PAM

Okay, I need to",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_7.57dB__065_20250127_145853.npy,4PAM,"4PAM

Okay, so Ive",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_7.85dB__026_20250127_164616.npy,4PAM,"OQPSK

The reasoning behind the selection",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_8.10dB__091_20250127_164639.npy,4PAM,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_8.18dB__077_20250127_145857.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_8.56dB__067_20250127_164629.npy,4PAM,"OQPSK

Wait, how did you",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_8.59dB__004_20250127_145833.npy,4PAM,"OQPSK

Okay, I need to",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_8.60dB__032_20250127_145842.npy,4PAM,"4PAM

Alright, let me go",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_8.64dB__017_20250127_145837.npy,4PAM,"4PAM

Okay, let me try",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_8.75dB__000_20250127_145832.npy,4PAM,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_8.93dB__045_20250127_145846.npy,4PAM,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_9.24dB__081_20250127_164635.npy,4PAM,"4PAM


The modulation type",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_9.27dB__046_20250127_145847.npy,4PAM,"4PAM

Okay, let me try",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_9.38dB__016_20250127_145837.npy,4PAM,"4PAM

Okay, Im trying",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_9.78dB__014_20250127_164611.npy,4PAM,"8QAM

Okay, so I need",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_9.82dB__057_20250127_164626.npy,4PAM,"4PAM

Wait, lets think",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_9.85dB__049_20250127_145848.npy,4PAM,"8PAM

Okay, lets try",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_9.86dB__032_20250127_164618.npy,4PAM,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_9.88dB__011_20250127_145835.npy,4PAM,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_9.89dB__044_20250127_145846.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_9.99dB__080_20250127_145858.npy,4PAM,"4PAM

Wait, lets analyze",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-0.11dB__016_20250127_164352.npy,8ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-0.37dB__049_20250127_145642.npy,8ASK,"4PAM


### Answer:",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-0.42dB__047_20250127_145642.npy,8ASK,"4PAM

To determine the modulation type",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-0.48dB__091_20250127_164413.npy,8ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-0.59dB__030_20250127_164356.npy,8ASK,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-0.77dB__021_20250127_164353.npy,8ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-0.85dB__032_20250127_145638.npy,8ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-1.01dB__061_20250127_164404.npy,8ASK,"8QAM

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-1.06dB__045_20250127_145641.npy,8ASK,"4PAM

Okay, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-1.27dB__089_20250127_164412.npy,8ASK,"4PAM

Im sorry, but",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-1.32dB__094_20250127_164413.npy,8ASK,"4PAM


The signal statistics",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-1.33dB__014_20250127_145634.npy,8ASK,"4PAM


Alright, let",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-1.40dB__000_20250127_164348.npy,8ASK,"4PAM

Im sorry, but",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-1.58dB__009_20250127_164350.npy,8ASK,"4PAM

Im sorry, but",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-1.65dB__044_20250127_164400.npy,8ASK,"OQPSK


### Answer:",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-1.74dB__073_20250127_164408.npy,8ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-1.75dB__084_20250127_164411.npy,8ASK,"OOK


The modulation type of this",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-1.76dB__045_20250127_164400.npy,8ASK,"4PAM

To determine the modulation type",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-1.78dB__040_20250127_164359.npy,8ASK,"8PSK

Wait, Im sorry",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-1.79dB__008_20250127_145633.npy,8ASK,"4PAM

Okay, I need to",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-1.81dB__073_20250127_145647.npy,8ASK,"4PAM

Okay, so Ive",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-1.85dB__036_20250127_145639.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-1.88dB__093_20250127_145652.npy,8ASK,"16PAM

Okay, so I",16PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-10.00dB__072_20250127_164407.npy,8ASK,"8QAM

Okay, Im trying",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-2.13dB__025_20250127_145637.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-2.21dB__054_20250127_145643.npy,8ASK,"OQPSK

The response must be strictly",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-2.46dB__078_20250127_164409.npy,8ASK,"OQPSK

The provided signal statistics indicate",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-2.56dB__044_20250127_145641.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-2.75dB__012_20250127_164351.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-2.80dB__008_20250127_164350.npy,8ASK,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-3.03dB__017_20250127_145635.npy,8ASK,"OQPSK


The given signal",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-3.10dB__068_20250127_145646.npy,8ASK,"4PAM

Okay, lets break",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-3.16dB__049_20250127_164401.npy,8ASK,"8PAM

Okay, so I need",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-3.17dB__007_20250127_164350.npy,8ASK,"4PAM


Alright, so",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-3.18dB__098_20250127_164415.npy,8ASK,"4PAM

Okay, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-3.23dB__096_20250127_145653.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-3.33dB__058_20250127_164404.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-3.34dB__030_20250127_145638.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-3.54dB__048_20250127_164401.npy,8ASK,"4PAM

Okay, so Ive",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-3.59dB__056_20250127_145644.npy,8ASK,"8PAM

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-3.75dB__063_20250127_145645.npy,8ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-3.76dB__038_20250127_145639.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-3.83dB__053_20250127_164402.npy,8ASK,"4PAM

Okay, I need to",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-3.87dB__021_20250127_145636.npy,8ASK,"OOK

To determine the modulation type based on",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-3.96dB__077_20250127_164409.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-4.14dB__048_20250127_145642.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-4.16dB__094_20250127_145652.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-4.32dB__023_20250127_145636.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-4.48dB__020_20250127_145635.npy,8ASK,"4PAM

Okay, so Ive",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-4.55dB__042_20250127_145640.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-4.69dB__016_20250127_145635.npy,8ASK,"4PAM

Okay, let me try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-5.15dB__006_20250127_145632.npy,8ASK,"OQPSK

Okay, I need to",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-5.20dB__001_20250127_145631.npy,8ASK,"4PAM

Im sorry, but",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-5.29dB__009_20250127_145633.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-5.53dB__087_20250127_145650.npy,8ASK,"4PAM

Alright, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-5.65dB__074_20250127_164408.npy,8ASK,"4PAM


### Answer:",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-5.83dB__013_20250127_164351.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-5.90dB__018_20250127_145635.npy,8ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-5.91dB__033_20250127_164357.npy,8ASK,"8PSK

Wait, no, that",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-6.14dB__097_20250127_145653.npy,8ASK,"4PAM

The reasoning is based on",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-6.31dB__035_20250127_164357.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-6.32dB__075_20250127_164408.npy,8ASK,"8QAM

Okay, so Ive",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-6.88dB__026_20250127_145637.npy,8ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-6.95dB__060_20250127_145644.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-6.97dB__066_20250127_164406.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-7.00dB__084_20250127_145650.npy,8ASK,"4PAM

Okay, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-7.06dB__097_20250127_164414.npy,8ASK,"4PAM


### Answer:",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-7.21dB__043_20250127_164359.npy,8ASK,"4PAM

The reasoning for this is",4PAM,FALSE,,FALSE,,
